DATAFLOW,LAST UPDATE,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2015,33217.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2016,33948.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2017,35075.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2018,36093,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2019,37417.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2020,39749.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2021,42676.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Surgical group of specialists,Türkiye,2022,45797.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1985,89.49,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1986,91.55,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1987,95.57,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1988,99.97,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1989,103.68,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1990,108.26,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1991,112.16,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1992,116.12,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1993,118.45,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1994,122.24,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1995,126.22,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1996,129.06,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1997,132.50,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1998,136.23,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,1999,134.77,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2000,136.54,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2001,139.61,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2002,140.25,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2003,141.45,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2004,143.87,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2005,146.64,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2006,151.03,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2007,153.40,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2008,153.04,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2009,155.56,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2010,158.06,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2011,159.72,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2012,162.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2013,164.20,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2014,165.33,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2015,165.17,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2016,158.34,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2017,156.24,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2019,152.94,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2020,148.93,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2021,148.25,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Austria,2022,146.14,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2000,119.60,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2001,119.60,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2002,119.48,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2003,119.45,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2004,119.10,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2005,118.38,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2006,117.70,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2007,116.10,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2008,114.59,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2009,113.80,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2010,111.98,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2011,111.34,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2012,111.31,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2013,111.86,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2014,112.05,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2015,112.58,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2016,114.10,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2017,114.21,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2018,115.32,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2019,116.85,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2020,118.71,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2021,120.42,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Belgium,2022,120.21,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2002,73.50,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2003,71.52,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2004,73.67,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2005,73.52,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2006,72.63,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2007,71.91,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2008,67.31,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2009,69.82,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2010,67.08,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2011,66.75,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2012,65.55,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2013,65.28,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2014,65.10,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2015,62.86,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2016,64.68,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2017,62.13,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2018,61.52,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2019,61.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2020,60.20,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2021,59.67,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Bulgaria,2022,59.80,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1985,29.16,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1986,30.69,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1987,31.93,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1988,32.81,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1989,36.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1990,36.30,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1991,36.62,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1992,36.91,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1993,37.07,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1994,36.93,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1995,36.86,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1996,37.13,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1997,37.65,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1998,37.95,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,1999,38.35,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2000,39.14,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2001,39.60,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2002,44.78,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2003,51.03,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2004,52.56,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2005,51.66,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2006,52.38,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2007,53.04,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2008,59.90,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2009,60.47,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2010,60.65,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2011,105.61,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2012,107.77,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2013,111.08,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2014,112.66,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2015,115.55,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2016,114.66,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2017,113.92,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2018,113.73,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2019,113.40,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2020,114.01,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2021,114.47,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Switzerland,2022,115.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1985,0.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1986,25.19,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1987,0.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1988,0.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1989,33.12,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1990,32.94,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1991,34.45,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1992,36.49,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1993,36.58,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,1995,51.93,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2000,41.50,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2014,79.77,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2015,86.71,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2016,92.30,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2017,96.91,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2018,104.82,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2019,95.47,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2020,114.12,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2021,120.51,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Cyprus,2022,137.72,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,1995,69.48,e
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2000,72.79,e
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2005,72.69,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2006,72.31,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2007,71.08,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2008,70.60,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2009,70.53,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2010,70.35,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2011,70.21,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2012,70.27,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2013,70.10,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2019,68.69,be
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2020,67.13,e
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2021,71.82,e
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Czechia,2022,78.97,be
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1991,73.13,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1992,75.03,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1993,77.39,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1994,79.33,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1995,81.07,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1996,82.30,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1997,82.72,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1998,83.93,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,1999,85.56,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,2000,88.69,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,2001,89.38,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Per hundred thousand inhabitants,Generalist medical practitioners,Germany,2002,88.69,
